month,region,bucket,delinquency_rate_pct
2024-01,East Texas,30+,1.49
2024-01,East Texas,60+,0.5
2024-01,East Texas,90+,0.26
2024-01,East Texas,30+,1.45
2024-01,East Texas,60+,0.49
2024-01,East Texas,90+,0.27
2024-01,East Texas,30+,1.3
2024-01,East Texas,60+,0.37
2024-01,East Texas,90+,0.22
2024-01,East Texas,30+,1.37
2024-01,East Texas,60+,0.48
2024-01,East Texas,90+,0.2
2024-01,East Texas,30+,1.38
2024-01,East Texas,60+,0.4
2024-01,East Texas,90+,0.24
2024-01,East Texas,30+,1.55
2024-01,East Texas,60+,0.49
2024-01,East Texas,90+,0.27
2024-01,East Texas,30+,1.58
2024-01,East Texas,60+,0.47
2024-01,East Texas,90+,0.25
2024-01,East Texas,30+,1.58
2024-01,East Texas,60+,0.56
2024-01,East Texas,90+,0.29
2024-01,East Texas,30+,1.35
2024-01,East Texas,60+,0.4
2024-01,East Texas,90+,0.23
2024-01,East Texas,30+,1.69
2024-01,East Texas,60+,0.6
2024-01,East Texas,90+,0.25
2024-01,West Texas,30+,1.69
2024-01,West Texas,60+,0.53
2024-01,West Texas,90+,0.23
2024-01,West Texas,30+,1.48
2024-01,West Texas,60+,0.43
2024-01,West Texas,90+,0.21
2024-01,West Texas,30+,1.18
2024-01,West Texas,60+,0.33
2024-01,West Texas,90+,0.15
2024-01,West Texas,30+,1.9
2024-01,West Texas,60+,0.59
2024-01,West Texas,90+,0.33
2024-01,West Texas,30+,1.65
2024-01,West Texas,60+,0.48
2024-01,West Texas,90+,0.23
2024-01,West Texas,30+,1.39
2024-01,West Texas,60+,0.41
2024-01,West Texas,90+,0.17
2024-01,West Texas,30+,1.51
2024-01,West Texas,60+,0.55
2024-01,West Texas,90+,0.19
2024-01,West Texas,30+,2.12
2024-01,West Texas,60+,0.62
2024-01,West Texas,90+,0.31
2024-01,West Texas,30+,1.43
2024-01,West Texas,60+,0.46
2024-01,West Texas,90+,0.21
2024-01,West Texas,30+,1.88
2024-01,West Texas,60+,0.54
2024-01,West Texas,90+,0.37
2024-01,West Texas,30+,1.98
2024-01,West Texas,60+,0.68
2024-01,West Texas,90+,0.32
2024-01,West Texas,30+,1.68
2024-01,West Texas,60+,0.48
2024-01,West Texas,90+,0.29
2024-01,West Texas,30+,1.55
2024-01,West Texas,60+,0.53
2024-01,West Texas,90+,0.28
2024-01,West Texas,30+,1.33
2024-01,West Texas,60+,0.46
2024-01,West Texas,90+,0.23
2024-01,West Texas,30+,1.51
2024-01,West Texas,60+,0.43
2024-01,West Texas,90+,0.27
2024-01,West Texas,30+,1.38
2024-01,West Texas,60+,0.52
2024-01,West Texas,90+,0.19
2024-01,West Texas,30+,1.6
2024-01,West Texas,60+,0.59
2024-01,West Texas,90+,0.26
2024-01,West Texas,30+,1.4
2024-01,West Texas,60+,0.4
2024-01,West Texas,90+,0.28
2024-01,West Texas,30+,1.57
2024-01,West Texas,60+,0.59
2024-01,West Texas,90+,0.25
2024-01,West Texas,30+,1.65
2024-01,West Texas,60+,0.52
2024-01,West Texas,90+,0.26
2024-02,South Texas,30+,1.54
2024-02,South Texas,60+,0.44
2024-02,South Texas,90+,0.3
2024-02,South Texas,30+,1.67
2024-02,South Texas,60+,0.49
2024-02,South Texas,90+,0.3
2024-02,South Texas,30+,1.14
2024-02,South Texas,60+,0.34
2024-02,South Texas,90+,0.22
2024-02,South Texas,30+,1.55
2024-02,South Texas,60+,0.5
2024-02,South Texas,90+,0.27
2024-02,South Texas,30+,1.87
2024-02,South Texas,60+,0.61
2024-02,South Texas,90+,0.27
2024-02,South Texas,30+,1.43
2024-02,South Texas,60+,0.45
2024-02,South Texas,90+,0.27
2024-02,South Texas,30+,1.06
2024-02,South Texas,60+,0.39
2024-02,South Texas,90+,0.19
2024-02,South Texas,30+,1.38
2024-02,South Texas,60+,0.4
2024-02,South Texas,90+,0.28
2024-02,South Texas,30+,1.21
2024-02,South Texas,60+,0.37
2024-02,South Texas,90+,0.21
2024-02,South Texas,30+,1.55
2024-02,South Texas,60+,0.55
2024-02,South Texas,90+,0.22
2024-02,South Texas,30+,1.21
2024-02,South Texas,60+,0.41
2024-02,South Texas,90+,0.16
2024-02,South Texas,30+,1.15
2024-02,South Texas,60+,0.34
2024-02,South Texas,90+,0.2
2024-02,South Texas,30+,1.43
2024-02,South Texas,60+,0.45
2024-02,South Texas,90+,0.22
2024-02,South Texas,30+,1.81
2024-02,South Texas,60+,0.58
2024-02,South Texas,90+,0.36
2024-02,South Texas,30+,1.25
2024-02,South Texas,60+,0.4
2024-02,South Texas,90+,0.2
2024-02,South Texas,30+,1.59
2024-02,South Texas,60+,0.54
2024-02,South Texas,90+,0.25
2024-02,South Texas,30+,1.57
2024-02,South Texas,60+,0.52
2024-02,South Texas,90+,0.3
2024-02,South Texas,30+,1.59
2024-02,South Texas,60+,0.57
2024-02,South Texas,90+,0.29
2024-02,South Texas,30+,1.56
2024-02,South Texas,60+,0.56
2024-02,South Texas,90+,0.3
2024-02,South Texas,30+,1.34
2024-02,South Texas,60+,0.38
2024-02,South Texas,90+,0.23
2024-02,Central Texas,30+,1.38
2024-02,Central Texas,60+,0.41
2024-02,Central Texas,90+,0.18
2024-02,Central Texas,30+,1.08
2024-02,Central Texas,60+,0.3
2024-02,Central Texas,90+,0.18
2024-02,Central Texas,30+,1.18
2024-02,Central Texas,60+,0.37
2024-02,Central Texas,90+,0.16
2024-02,Central Texas,30+,1.3
2024-02,Central Texas,60+,0.49
2024-02,Central Texas,90+,0.19
2024-02,Central Texas,30+,1.61
2024-02,Central Texas,60+,0.56
2024-02,Central Texas,90+,0.29
2024-02,Central Texas,30+,1.26
2024-02,Central Texas,60+,0.43
2024-02,Central Texas,90+,0.25
2024-02,Central Texas,30+,1.45
2024-02,Central Texas,60+,0.5
2024-02,Central Texas,90+,0.25
2024-02,Central Texas,30+,1.67
2024-02,Central Texas,60+,0.48
2024-02,Central Texas,90+,0.23
2024-02,Central Texas,30+,1.39
2024-02,Central Texas,60+,0.44
2024-02,Central Texas,90+,0.25
2024-02,Central Texas,30+,1.51
2024-02,Central Texas,60+,0.5
2024-02,Central Texas,90+,0.18
2024-02,Central Texas,30+,1.6
2024-02,Central Texas,60+,0.47
2024-02,Central Texas,90+,0.31
2024-02,Central Texas,30+,1.6
2024-02,Central Texas,60+,0.48
2024-02,Central Texas,90+,0.25
2024-02,Central Texas,30+,1.44
2024-02,Central Texas,60+,0.46
2024-02,Central Texas,90+,0.21
2024-02,Central Texas,30+,1.15
2024-02,Central Texas,60+,0.42
2024-02,Central Texas,90+,0.14
2024-02,Central Texas,30+,1.46
2024-02,Central Texas,60+,0.55
2024-02,Central Texas,90+,0.24
2024-02,Central Texas,30+,1.72
2024-02,Central Texas,60+,0.49
2024-02,Central Texas,90+,0.21
2024-02,Central Texas,30+,1.67
2024-02,Central Texas,60+,0.55
2024-02,Central Texas,90+,0.33
2024-02,Central Texas,30+,0.99
2024-02,Central Texas,60+,0.37
2024-02,Central Texas,90+,0.2
2024-02,Central Texas,30+,1.52
2024-02,Central Texas,60+,0.53
2024-02,Central Texas,90+,0.3
2024-02,Central Texas,30+,1.25
2024-02,Central Texas,60+,0.42
2024-02,Central Texas,90+,0.16
2024-02,North Texas,30+,1.69
2024-02,North Texas,60+,0.51
2024-02,North Texas,90+,0.26
2024-02,North Texas,30+,1.49
2024-02,North Texas,60+,0.51
2024-02,North Texas,90+,0.22
2024-02,North Texas,30+,1.04
2024-02,North Texas,60+,0.39
2024-02,North Texas,90+,0.19
2024-02,North Texas,30+,1.19
2024-02,North Texas,60+,0.33
2024-02,North Texas,90+,0.22
2024-02,North Texas,30+,1.61
2024-02,North Texas,60+,0.52
2024-02,North Texas,90+,0.29
2024-02,North Texas,30+,0.87
2024-02,North Texas,60+,0.28
2024-02,North Texas,90+,0.12
2024-02,North Texas,30+,1.09
2024-02,North Texas,60+,0.34
2024-02,North Texas,90+,0.17
2024-02,North Texas,30+,1.39
2024-02,North Texas,60+,0.41
2024-02,North Texas,90+,0.22
2024-02,North Texas,30+,1.33
2024-02,North Texas,60+,0.46
2024-02,North Texas,90+,0.17
2024-02,North Texas,30+,0.98
2024-02,North Texas,60+,0.36
2024-02,North Texas,90+,0.13
2024-02,North Texas,30+,1.45
2024-02,North Texas,60+,0.47
2024-02,North Texas,90+,0.23
2024-02,North Texas,30+,0.99
2024-02,North Texas,60+,0.29
2024-02,North Texas,90+,0.18
2024-02,North Texas,30+,1.03
2024-02,North Texas,60+,0.33
2024-02,North Texas,90+,0.19
2024-02,North Texas,30+,1.35
2024-02,North Texas,60+,0.46
2024-02,North Texas,90+,0.17
2024-02,North Texas,30+,0.94
2024-02,North Texas,60+,0.31
2024-02,North Texas,90+,0.18
2024-02,North Texas,30+,1.11
2024-02,North Texas,60+,0.36
2024-02,North Texas,90+,0.17
2024-02,North Texas,30+,1.32
2024-02,North Texas,60+,0.44
2024-02,North Texas,90+,0.19
2024-02,North Texas,30+,1.49
2024-02,North Texas,60+,0.51
2024-02,North Texas,90+,0.25
2024-02,North Texas,30+,1.36
2024-02,North Texas,60+,0.45
2024-02,North Texas,90+,0.21
2024-02,North Texas,30+,1.4
2024-02,North Texas,60+,0.42
2024-02,North Texas,90+,0.2
2024-02,East Texas,30+,1.46
2024-02,East Texas,60+,0.54
2024-02,East Texas,90+,0.19
2024-02,East Texas,30+,1.9
2024-02,East Texas,60+,0.63
2024-02,East Texas,90+,0.33
2024-02,East Texas,30+,1.77
2024-02,East Texas,60+,0.67
2024-02,East Texas,90+,0.23
2024-02,East Texas,30+,1.54
2024-02,East Texas,60+,0.45
2024-02,East Texas,90+,0.2
2024-02,East Texas,30+,1.27
2024-02,East Texas,60+,0.45
2024-02,East Texas,90+,0.19
2024-02,East Texas,30+,1.89
2024-02,East Texas,60+,0.65
2024-02,East Texas,90+,0.34
2024-02,East Texas,30+,1.98
2024-02,East Texas,60+,0.57
2024-02,East Texas,90+,0.3
2024-02,East Texas,30+,2.08
2024-02,East Texas,60+,0.7
2024-02,East Texas,90+,0.33
2024-02,East Texas,30+,1.42
2024-02,East Texas,60+,0.5
2024-02,East Texas,90+,0.21
2024-02,East Texas,30+,1.81
2024-02,East Texas,60+,0.55
2024-02,East Texas,90+,0.27
2024-02,East Texas,30+,1.47
2024-02,East Texas,60+,0.48
2024-02,East Texas,90+,0.29
2024-02,East Texas,30+,1.39
2024-02,East Texas,60+,0.43
2024-02,East Texas,90+,0.27
2024-02,East Texas,30+,1.36
2024-02,East Texas,60+,0.45
2024-02,East Texas,90+,0.24
2024-02,East Texas,30+,1.38
2024-02,East Texas,60+,0.39
2024-02,East Texas,90+,0.19
2024-02,East Texas,30+,1.03
2024-02,East Texas,60+,0.36
2024-02,East Texas,90+,0.17
2024-02,East Texas,30+,1.39
2024-02,East Texas,60+,0.41
2024-02,East Texas,90+,0.27
2024-02,East Texas,30+,1.78
2024-02,East Texas,60+,0.64
2024-02,East Texas,90+,0.35
2024-02,East Texas,30+,1.29
2024-02,East Texas,60+,0.43
2024-02,East Texas,90+,0.22
2024-02,East Texas,30+,1.84
2024-02,East Texas,60+,0.6
2024-02,East Texas,90+,0.28
2024-02,East Texas,30+,1.24
2024-02,East Texas,60+,0.45
2024-02,East Texas,90+,0.15
2024-02,West Texas,30+,0.81
2024-02,West Texas,60+,0.26
2024-02,West Texas,90+,0.16
2024-02,West Texas,30+,2.15
2024-02,West Texas,60+,0.63
2024-02,West Texas,90+,0.36
2024-02,West Texas,30+,1.74
2024-02,West Texas,60+,0.62
2024-02,West Texas,90+,0.3
2024-02,West Texas,30+,1.67
2024-02,West Texas,60+,0.49
2024-02,West Texas,90+,0.25
2024-02,West Texas,30+,1.83
2024-02,West Texas,60+,0.63
2024-02,West Texas,90+,0.29
2024-02,West Texas,30+,1.83
2024-02,West Texas,60+,0.54
2024-02,West Texas,90+,0.27
2024-02,West Texas,30+,1.73
2024-02,West Texas,60+,0.51
2024-02,West Texas,90+,0.3
2024-02,West Texas,30+,1.46
2024-02,West Texas,60+,0.51
2024-02,West Texas,90+,0.23
2024-02,West Texas,30+,1.52
2024-02,West Texas,60+,0.48
2024-02,West Texas,90+,0.27
2024-02,West Texas,30+,1.43
2024-02,West Texas,60+,0.42
2024-02,West Texas,90+,0.27
2024-02,West Texas,30+,1.45
2024-02,West Texas,60+,0.51
2024-02,West Texas,90+,0.25
2024-02,West Texas,30+,1.77
2024-02,West Texas,60+,0.63
2024-02,West Texas,90+,0.24
2024-02,West Texas,30+,1.51
2024-02,West Texas,60+,0.48
2024-02,West Texas,90+,0.28
2024-02,West Texas,30+,1.47
2024-02,West Texas,60+,0.52
2024-02,West Texas,90+,0.29
2024-02,West Texas,30+,1.36
2024-02,West Texas,60+,0.43
2024-02,West Texas,90+,0.22
2024-02,West Texas,30+,1.87
2024-02,West Texas,60+,0.54
2024-02,West Texas,90+,0.32
2024-02,West Texas,30+,1.9
2024-02,West Texas,60+,0.69
2024-02,West Texas,90+,0.25
2024-02,West Texas,30+,1.26
2024-02,West Texas,60+,0.47
2024-02,West Texas,90+,0.21
2024-02,West Texas,30+,1.25
2024-02,West Texas,60+,0.45
2024-02,West Texas,90+,0.21
2024-02,West Texas,30+,2.04
2024-02,West Texas,60+,0.67
2024-02,West Texas,90+,0.39
2024-03,South Texas,30+,1.11
2024-03,South Texas,60+,0.38
2024-03,South Texas,90+,0.19
2024-03,South Texas,30+,1.29
2024-03,South Texas,60+,0.42
2024-03,South Texas,90+,0.21
2024-03,South Texas,30+,1.38
2024-03,South Texas,60+,0.52
2024-03,South Texas,90+,0.25
2024-03,South Texas,30+,1.36
2024-03,South Texas,60+,0.51
2024-03,South Texas,90+,0.2
2024-03,South Texas,30+,1.65
2024-03,South Texas,60+,0.51
2024-03,South Texas,90+,0.27
2024-03,South Texas,30+,1.68
2024-03,South Texas,60+,0.58
2024-03,South Texas,90+,0.27
2024-03,South Texas,30+,1.53
2024-03,South Texas,60+,0.56
2024-03,South Texas,90+,0.28
2024-03,South Texas,30+,1.53
2024-03,South Texas,60+,0.5
2024-03,South Texas,90+,0.23
2024-03,South Texas,30+,1.42
2024-03,South Texas,60+,0.43
2024-03,South Texas,90+,0.23
2024-03,South Texas,30+,1.75
2024-03,South Texas,60+,0.52
2024-03,South Texas,90+,0.31
2024-03,South Texas,30+,1.13
2024-03,South Texas,60+,0.42
2024-03,South Texas,90+,0.21
2024-03,South Texas,30+,1.22
2024-03,South Texas,60+,0.44
2024-03,South Texas,90+,0.21
2024-03,South Texas,30+,1.55
2024-03,South Texas,60+,0.53
2024-03,South Texas,90+,0.31
2024-03,South Texas,30+,1.59
2024-03,South Texas,60+,0.48
2024-03,South Texas,90+,0.31
2024-03,South Texas,30+,1.61
2024-03,South Texas,60+,0.47
2024-03,South Texas,90+,0.26
2024-03,South Texas,30+,0.83
2024-03,South Texas,60+,0.28
2024-03,South Texas,90+,0.17
2024-03,South Texas,30+,1.72
2024-03,South Texas,60+,0.52
2024-03,South Texas,90+,0.28
2024-03,South Texas,30+,1.4
2024-03,South Texas,60+,0.53
2024-03,South Texas,90+,0.27
2024-03,South Texas,30+,1.69
2024-03,South Texas,60+,0.5
2024-03,South Texas,90+,0.3
2024-03,South Texas,30+,1.59
2024-03,South Texas,60+,0.54
2024-03,South Texas,90+,0.2
2024-03,Central Texas,30+,1.21
2024-03,Central Texas,60+,0.4
2024-03,Central Texas,90+,0.18
2024-03,Central Texas,30+,1.49
2024-03,Central Texas,60+,0.5
2024-03,Central Texas,90+,0.26
2024-03,Central Texas,30+,1.43
2024-03,Central Texas,60+,0.47
2024-03,Central Texas,90+,0.22
2024-03,Central Texas,30+,1.88
2024-03,Central Texas,60+,0.69
2024-03,Central Texas,90+,0.28
2024-03,Central Texas,30+,1.6
2024-03,Central Texas,60+,0.51
2024-03,Central Texas,90+,0.3
2024-03,Central Texas,30+,1.17
2024-03,Central Texas,60+,0.36
2024-03,Central Texas,90+,0.21
2024-03,Central Texas,30+,1.35
2024-03,Central Texas,60+,0.43
2024-03,Central Texas,90+,0.25
2024-03,Central Texas,30+,1.26
2024-03,Central Texas,60+,0.47
2024-03,Central Texas,90+,0.2
2024-03,Central Texas,30+,1.52
2024-03,Central Texas,60+,0.57
2024-03,Central Texas,90+,0.28
2024-03,Central Texas,30+,1.61
2024-03,Central Texas,60+,0.46
2024-03,Central Texas,90+,0.28
2024-03,Central Texas,30+,1.3
2024-03,Central Texas,60+,0.4
2024-03,Central Texas,90+,0.25
2024-03,Central Texas,30+,1.39
2024-03,Central Texas,60+,0.52
2024-03,Central Texas,90+,0.26
2024-03,Central Texas,30+,1.39
2024-03,Central Texas,60+,0.51
2024-03,Central Texas,90+,0.26
2024-03,Central Texas,30+,1.0
2024-03,Central Texas,60+,0.34
2024-03,Central Texas,90+,0.2
2024-03,Central Texas,30+,1.63
2024-03,Central Texas,60+,0.53
2024-03,Central Texas,90+,0.23
2024-03,Central Texas,30+,1.38
2024-03,Central Texas,60+,0.51
2024-03,Central Texas,90+,0.21
2024-03,Central Texas,30+,0.87
2024-03,Central Texas,60+,0.3
2024-03,Central Texas,90+,0.17
2024-03,Central Texas,30+,1.39
2024-03,Central Texas,60+,0.39
2024-03,Central Texas,90+,0.27
2024-03,Central Texas,30+,1.51
2024-03,Central Texas,60+,0.43
2024-03,Central Texas,90+,0.25
2024-03,Central Texas,30+,1.22
2024-03,Central Texas,60+,0.38
2024-03,Central Texas,90+,0.16
2024-03,North Texas,30+,1.11
2024-03,North Texas,60+,0.33
2024-03,North Texas,90+,0.16
2024-03,North Texas,30+,1.45
2024-03,North Texas,60+,0.49
2024-03,North Texas,90+,0.25
2024-03,North Texas,30+,0.82
2024-03,North Texas,60+,0.3
2024-03,North Texas,90+,0.15
2024-03,North Texas,30+,1.09
2024-03,North Texas,60+,0.37
2024-03,North Texas,90+,0.16
2024-03,North Texas,30+,1.49
2024-03,North Texas,60+,0.51
2024-03,North Texas,90+,0.27
2024-03,North Texas,30+,1.4
2024-03,North Texas,60+,0.5
2024-03,North Texas,90+,0.23
2024-03,North Texas,30+,1.56
2024-03,North Texas,60+,0.47
2024-03,North Texas,90+,0.28
2024-03,North Texas,30+,1.07
2024-03,North Texas,60+,0.39
2024-03,North Texas,90+,0.2
2024-03,North Texas,30+,0.94
2024-03,North Texas,60+,0.27
2024-03,North Texas,90+,0.17
2024-03,North Texas,30+,1.25
2024-03,North Texas,60+,0.46
2024-03,North Texas,90+,0.22
2024-03,North Texas,30+,1.28
2024-03,North Texas,60+,0.43
2024-03,North Texas,90+,0.23
2024-03,North Texas,30+,1.34
2024-03,North Texas,60+,0.47
2024-03,North Texas,90+,0.26
2024-03,North Texas,30+,1.33
2024-03,North Texas,60+,0.47
2024-03,North Texas,90+,0.25
2024-03,North Texas,30+,1.04
2024-03,North Texas,60+,0.38
2024-03,North Texas,90+,0.21
2024-03,North Texas,30+,1.6
2024-03,North Texas,60+,0.52
2024-03,North Texas,90+,0.25
2024-03,North Texas,30+,1.3
2024-03,North Texas,60+,0.4
2024-03,North Texas,90+,0.24
2024-03,North Texas,30+,1.39
2024-03,North Texas,60+,0.43
2024-03,North Texas,90+,0.18
2024-03,North Texas,30+,1.31
2024-03,North Texas,60+,0.43
2024-03,North Texas,90+,0.17
2024-03,North Texas,30+,1.14
2024-03,North Texas,60+,0.34
2024-03,North Texas,90+,0.15
2024-03,North Texas,30+,1.19
2024-03,North Texas,60+,0.45
2024-03,North Texas,90+,0.17
2024-03,East Texas,30+,1.76
2024-03,East Texas,60+,0.61
2024-03,East Texas,90+,0.3
2024-03,East Texas,30+,1.5
2024-03,East Texas,60+,0.53
2024-03,East Texas,90+,0.28
2024-03,East Texas,30+,1.62
2024-03,East Texas,60+,0.6
2024-03,East Texas,90+,0.26
2024-03,East Texas,30+,1.75
2024-03,East Texas,60+,0.54
2024-03,East Texas,90+,0.33
2024-03,East Texas,30+,1.76
2024-03,East Texas,60+,0.5
2024-03,East Texas,90+,0.27
2024-03,East Texas,30+,1.56
2024-03,East Texas,60+,0.58
2024-03,East Texas,90+,0.22
2024-03,East Texas,30+,1.57
2024-03,East Texas,60+,0.54
2024-03,East Texas,90+,0.3
2024-03,East Texas,30+,1.78
2024-03,East Texas,60+,0.64
2024-03,East Texas,90+,0.3
2024-03,East Texas,30+,1.5
2024-03,East Texas,60+,0.48
2024-03,East Texas,90+,0.27
2024-03,East Texas,30+,1.25
2024-03,East Texas,60+,0.37
2024-03,East Texas,90+,0.25
2024-03,East Texas,30+,1.36
2024-03,East Texas,60+,0.42
2024-03,East Texas,90+,0.23
2024-03,East Texas,30+,1.08
2024-03,East Texas,60+,0.31
2024-03,East Texas,90+,0.14
2024-03,East Texas,30+,1.35
2024-03,East Texas,60+,0.41
2024-03,East Texas,90+,0.25
2024-03,East Texas,30+,1.68
2024-03,East Texas,60+,0.49
2024-03,East Texas,90+,0.26
2024-03,East Texas,30+,1.4
2024-03,East Texas,60+,0.51
2024-03,East Texas,90+,0.27
2024-03,East Texas,30+,1.6
2024-03,East Texas,60+,0.46
2024-03,East Texas,90+,0.32
2024-03,East Texas,30+,1.41
2024-03,East Texas,60+,0.39
2024-03,East Texas,90+,0.21
2024-03,East Texas,30+,1.47
2024-03,East Texas,60+,0.5
2024-03,East Texas,90+,0.22
2024-03,East Texas,30+,1.66
2024-03,East Texas,60+,0.52
2024-03,East Texas,90+,0.3
2024-03,East Texas,30+,1.73
2024-03,East Texas,60+,0.65
2024-03,East Texas,90+,0.22
2024-03,West Texas,30+,1.54
2024-03,West Texas,60+,0.51
2024-03,West Texas,90+,0.25
2024-03,West Texas,30+,1.16
2024-03,West Texas,60+,0.36
2024-03,West Texas,90+,0.2
2024-03,West Texas,30+,1.88
2024-03,West Texas,60+,0.55
2024-03,West Texas,90+,0.3
2024-03,West Texas,30+,2.1
2024-03,West Texas,60+,0.66
2024-03,West Texas,90+,0.33
2024-03,West Texas,30+,1.62
2024-03,West Texas,60+,0.46
2024-03,West Texas,90+,0.25
2024-03,West Texas,30+,1.84
2024-03,West Texas,60+,0.67
2024-03,West Texas,90+,0.34
2024-03,West Texas,30+,1.22
2024-03,West Texas,60+,0.4
2024-03,West Texas,90+,0.2
2024-03,West Texas,30+,1.66
2024-03,West Texas,60+,0.63
2024-03,West Texas,90+,0.28
2024-03,West Texas,30+,1.61
2024-03,West Texas,60+,0.51
2024-03,West Texas,90+,0.3
2024-03,West Texas,30+,2.12
2024-03,West Texas,60+,0.7
2024-03,West Texas,90+,0.42
2024-03,West Texas,30+,1.45
2024-03,West Texas,60+,0.5
2024-03,West Texas,90+,0.18
2024-03,West Texas,30+,1.61
2024-03,West Texas,60+,0.49
2024-03,West Texas,90+,0.24
2024-03,West Texas,30+,1.62
2024-03,West Texas,60+,0.46
2024-03,West Texas,90+,0.27
2024-03,West Texas,30+,2.06
2024-03,West Texas,60+,0.66
2024-03,West Texas,90+,0.4
2024-03,West Texas,30+,2.1
2024-03,West Texas,60+,0.63
2024-03,West Texas,90+,0.38
2024-03,West Texas,30+,1.63
2024-03,West Texas,60+,0.57
2024-03,West Texas,90+,0.31
2024-03,West Texas,30+,1.62
2024-03,West Texas,60+,0.56
2024-03,West Texas,90+,0.21
2024-03,West Texas,30+,1.51
2024-03,West Texas,60+,0.48
2024-03,West Texas,90+,0.29
2024-03,West Texas,30+,1.71
2024-03,West Texas,60+,0.49
2024-03,West Texas,90+,0.3
2024-03,West Texas,30+,1.62
2024-03,West Texas,60+,0.55
2024-03,West Texas,90+,0.26
2024-04,South Texas,30+,1.52
2024-04,South Texas,60+,0.46
2024-04,South Texas,90+,0.29
2024-04,South Texas,30+,1.6
2024-04,South Texas,60+,0.52
2024-04,South Texas,90+,0.3
2024-04,South Texas,30+,1.71
2024-04,South Texas,60+,0.59
2024-04,South Texas,90+,0.22
2024-04,South Texas,30+,1.36
2024-04,South Texas,60+,0.47
2024-04,South Texas,90+,0.18
2024-04,South Texas,30+,1.14
2024-04,South Texas,60+,0.32
2024-04,South Texas,90+,0.16
2024-04,South Texas,30+,1.36
2024-04,South Texas,60+,0.45
2024-04,South Texas,90+,0.22
2024-04,South Texas,30+,1.03
2024-04,South Texas,60+,0.36
2024-04,South Texas,90+,0.18
2024-04,South Texas,30+,1.44
2024-04,South Texas,60+,0.46
2024-04,South Texas,90+,0.28
2024-04,South Texas,30+,1.78
2024-04,South Texas,60+,0.55
2024-04,South Texas,90+,0.21
2024-04,South Texas,30+,1.67
2024-04,South Texas,60+,0.61
2024-04,South Texas,90+,0.31
2024-04,South Texas,30+,1.37
2024-04,South Texas,60+,0.47
2024-04,South Texas,90+,0.24
2024-04,South Texas,30+,1.21
2024-04,South Texas,60+,0.44
2024-04,South Texas,90+,0.16
2024-04,South Texas,30+,1.22
2024-04,South Texas,60+,0.39
2024-04,South Texas,90+,0.15
2024-04,South Texas,30+,1.4
2024-04,South Texas,60+,0.52
2024-04,South Texas,90+,0.23
2024-04,South Texas,30+,1.25
2024-04,South Texas,60+,0.4
2024-04,South Texas,90+,0.23
2024-04,South Texas,30+,1.23
2024-04,South Texas,60+,0.39
2024-04,South Texas,90+,0.17
2024-04,South Texas,30+,1.36
2024-04,South Texas,60+,0.48
2024-04,South Texas,90+,0.24
2024-04,South Texas,30+,1.83
2024-04,South Texas,60+,0.54
2024-04,South Texas,90+,0.24
2024-04,South Texas,30+,1.65
2024-04,South Texas,60+,0.52
