month,region,share_dda,share_sav,share_mma,share_cd,share_inv
2025-08,Central Texas,0.158,0.236,0.314,0.176,0.116
2025-08,Central Texas,0.641,0.15,0.063,0.133,0.012
2025-08,Central Texas,0.201,0.3,0.029,0.461,0.008
2025-08,Central Texas,0.676,0.085,0.065,0.138,0.036
2025-08,Central Texas,0.39,0.322,0.016,0.271,0.002
2025-08,Central Texas,0.136,0.522,0.198,0.099,0.045
2025-08,Central Texas,0.16,0.258,0.499,0.076,0.008
2025-08,Central Texas,0.519,0.159,0.149,0.08,0.093
2025-08,Central Texas,0.277,0.309,0.317,0.063,0.034
2025-08,Central Texas,0.466,0.293,0.133,0.091,0.018
2025-08,Central Texas,0.192,0.244,0.169,0.376,0.019
2025-08,Central Texas,0.331,0.306,0.232,0.059,0.073
2025-08,Central Texas,0.325,0.282,0.208,0.115,0.07
2025-08,Central Texas,0.066,0.211,0.153,0.396,0.174
2025-08,Central Texas,0.435,0.386,0.037,0.074,0.069
2025-08,Central Texas,0.535,0.113,0.127,0.031,0.194
2025-08,Central Texas,0.257,0.54,0.179,0.009,0.015
2025-08,Central Texas,0.253,0.138,0.248,0.292,0.068
2025-08,Central Texas,0.552,0.268,0.094,0.08,0.006
2025-08,Central Texas,0.37,0.342,0.074,0.054,0.16
2025-08,Central Texas,0.425,0.216,0.111,0.235,0.012
2025-08,Central Texas,0.551,0.187,0.012,0.056,0.195
2025-08,Central Texas,0.517,0.13,0.035,0.225,0.093
2025-08,Central Texas,0.343,0.263,0.275,0.049,0.07
2025-08,Central Texas,0.293,0.255,0.116,0.304,0.032
2025-08,Central Texas,0.159,0.428,0.27,0.081,0.062
2025-08,Central Texas,0.335,0.114,0.372,0.159,0.019
2025-08,Central Texas,0.288,0.234,0.268,0.167,0.043
2025-08,Central Texas,0.236,0.49,0.029,0.226,0.018
2025-08,Central Texas,0.359,0.285,0.108,0.234,0.015
2025-08,Central Texas,0.414,0.043,0.168,0.287,0.088
2025-08,Central Texas,0.601,0.197,0.133,0.041,0.027
2025-08,North Texas,0.084,0.14,0.286,0.317,0.173
2025-08,North Texas,0.417,0.355,0.103,0.009,0.117
2025-08,North Texas,0.433,0.313,0.08,0.168,0.006
2025-08,North Texas,0.503,0.284,0.095,0.058,0.06
2025-08,North Texas,0.364,0.238,0.181,0.146,0.071
2025-08,North Texas,0.161,0.36,0.062,0.355,0.061
2025-08,North Texas,0.354,0.061,0.117,0.437,0.031
2025-08,North Texas,0.507,0.314,0.046,0.116,0.018
2025-08,North Texas,0.425,0.319,0.084,0.148,0.025
2025-08,North Texas,0.27,0.399,0.174,0.148,0.009
2025-08,North Texas,0.259,0.241,0.23,0.258,0.011
2025-08,North Texas,0.284,0.293,0.155,0.066,0.201
2025-08,North Texas,0.74,0.133,0.074,0.049,0.004
2025-08,North Texas,0.45,0.143,0.066,0.239,0.101
2025-08,North Texas,0.371,0.102,0.301,0.222,0.003
2025-08,North Texas,0.378,0.089,0.066,0.012,0.455
2025-08,North Texas,0.246,0.154,0.219,0.139,0.241
2025-08,North Texas,0.447,0.182,0.024,0.29,0.057
2025-08,North Texas,0.43,0.261,0.212,0.042,0.055
2025-08,North Texas,0.19,0.415,0.154,0.106,0.135
2025-08,North Texas,0.261,0.117,0.117,0.411,0.094
2025-08,North Texas,0.384,0.199,0.261,0.142,0.014
2025-08,North Texas,0.192,0.113,0.309,0.216,0.17
2025-08,North Texas,0.489,0.122,0.204,0.17,0.015
2025-08,North Texas,0.255,0.425,0.183,0.098,0.039
2025-08,North Texas,0.612,0.262,0.08,0.026,0.02
2025-08,North Texas,0.263,0.41,0.093,0.055,0.178
2025-08,North Texas,0.479,0.074,0.254,0.144,0.049
2025-08,North Texas,0.47,0.278,0.021,0.14,0.09
2025-08,North Texas,0.193,0.38,0.064,0.112,0.25
2025-08,North Texas,0.423,0.055,0.488,0.026,0.008
2025-08,North Texas,0.308,0.191,0.217,0.108,0.175
2025-08,North Texas,0.282,0.232,0.05,0.156,0.279
2025-08,North Texas,0.491,0.138,0.239,0.1,0.033
2025-08,North Texas,0.56,0.14,0.057,0.104,0.139
2025-08,North Texas,0.227,0.333,0.254,0.178,0.008
2025-08,North Texas,0.537,0.016,0.183,0.134,0.129
2025-08,North Texas,0.298,0.238,0.207,0.198,0.06
2025-08,North Texas,0.325,0.314,0.204,0.111,0.046
2025-08,North Texas,0.654,0.096,0.063,0.164,0.022
2025-08,East Texas,0.252,0.216,0.357,0.086,0.089
2025-08,East Texas,0.363,0.051,0.387,0.114,0.084
2025-08,East Texas,0.388,0.096,0.149,0.286,0.08
2025-08,East Texas,0.171,0.261,0.073,0.346,0.149
2025-08,East Texas,0.244,0.206,0.243,0.135,0.172
2025-08,East Texas,0.214,0.216,0.194,0.293,0.082
2025-08,East Texas,0.188,0.328,0.034,0.402,0.049
2025-08,East Texas,0.641,0.277,0.053,0.029,0.0
2025-08,East Texas,0.318,0.249,0.173,0.215,0.045
2025-08,East Texas,0.389,0.093,0.391,0.121,0.006
2025-08,East Texas,0.389,0.297,0.042,0.237,0.034
2025-08,East Texas,0.145,0.27,0.092,0.151,0.343
2025-08,East Texas,0.249,0.13,0.43,0.136,0.055
2025-08,East Texas,0.241,0.389,0.218,0.148,0.003
2025-08,East Texas,0.429,0.067,0.323,0.158,0.023
2025-08,East Texas,0.359,0.08,0.065,0.211,0.284
2025-08,East Texas,0.346,0.131,0.271,0.085,0.167
2025-08,East Texas,0.067,0.146,0.265,0.216,0.306
2025-08,East Texas,0.537,0.154,0.151,0.139,0.02
2025-08,East Texas,0.249,0.357,0.192,0.192,0.011
2025-08,East Texas,0.505,0.264,0.075,0.104,0.052
2025-08,East Texas,0.252,0.19,0.135,0.286,0.136
2025-08,East Texas,0.341,0.24,0.124,0.125,0.171
2025-08,East Texas,0.289,0.375,0.097,0.236,0.002
2025-08,East Texas,0.2,0.176,0.327,0.26,0.037
2025-08,East Texas,0.352,0.222,0.139,0.199,0.089
2025-08,East Texas,0.247,0.374,0.037,0.294,0.047
2025-08,East Texas,0.211,0.368,0.157,0.044,0.221
2025-08,East Texas,0.181,0.102,0.562,0.106,0.049
2025-08,East Texas,0.296,0.285,0.292,0.071,0.056
2025-08,East Texas,0.309,0.38,0.199,0.094,0.018
2025-08,East Texas,0.339,0.287,0.133,0.213,0.028
2025-08,East Texas,0.32,0.089,0.149,0.353,0.089
2025-08,East Texas,0.12,0.354,0.094,0.422,0.01
2025-08,East Texas,0.38,0.27,0.171,0.122,0.056
2025-08,East Texas,0.079,0.273,0.092,0.373,0.182
2025-08,East Texas,0.473,0.267,0.043,0.125,0.092
2025-08,East Texas,0.162,0.474,0.113,0.178,0.072
2025-08,East Texas,0.275,0.237,0.168,0.303,0.017
2025-08,East Texas,0.279,0.09,0.469,0.111,0.051
2025-08,West Texas,0.24,0.285,0.219,0.235,0.021
2025-08,West Texas,0.273,0.311,0.191,0.199,0.025
2025-08,West Texas,0.247,0.211,0.307,0.022,0.213
2025-08,West Texas,0.177,0.41,0.11,0.254,0.049
2025-08,West Texas,0.2,0.148,0.169,0.323,0.16
2025-08,West Texas,0.582,0.162,0.138,0.052,0.064
2025-08,West Texas,0.353,0.291,0.068,0.278,0.011
2025-08,West Texas,0.229,0.082,0.355,0.185,0.149
2025-08,West Texas,0.583,0.226,0.031,0.152,0.009
2025-08,West Texas,0.213,0.242,0.031,0.351,0.163
2025-08,West Texas,0.131,0.363,0.331,0.045,0.129
2025-08,West Texas,0.343,0.16,0.124,0.182,0.192
2025-08,West Texas,0.451,0.124,0.177,0.212,0.036
2025-08,West Texas,0.553,0.07,0.035,0.223,0.119
2025-08,West Texas,0.229,0.209,0.128,0.274,0.16
2025-08,West Texas,0.327,0.224,0.15,0.267,0.031
2025-08,West Texas,0.257,0.408,0.193,0.031,0.112
2025-08,West Texas,0.228,0.173,0.066,0.192,0.341
2025-08,West Texas,0.481,0.188,0.285,0.04,0.007
2025-08,West Texas,0.287,0.182,0.213,0.113,0.205
2025-08,West Texas,0.347,0.383,0.023,0.241,0.006
2025-08,West Texas,0.24,0.391,0.127,0.161,0.08
2025-08,West Texas,0.386,0.388,0.087,0.112,0.028
2025-08,West Texas,0.505,0.295,0.073,0.066,0.061
2025-08,West Texas,0.264,0.426,0.154,0.107,0.049
2025-08,West Texas,0.428,0.274,0.032,0.255,0.011
2025-08,West Texas,0.401,0.241,0.204,0.144,0.009
2025-08,West Texas,0.297,0.251,0.109,0.268,0.075
2025-08,West Texas,0.206,0.272,0.093,0.151,0.278
2025-08,West Texas,0.315,0.261,0.231,0.157,0.035
2025-08,West Texas,0.405,0.18,0.16,0.21,0.045
2025-08,West Texas,0.176,0.111,0.43,0.273,0.009
2025-08,West Texas,0.252,0.243,0.186,0.311,0.008
2025-08,West Texas,0.412,0.256,0.082,0.227,0.024
2025-08,West Texas,0.668,0.162,0.032,0.094,0.044
2025-08,West Texas,0.569,0.084,0.09,0.223,0.034
2025-08,West Texas,0.38,0.426,0.115,0.044,0.036
2025-08,West Texas,0.214,0.375,0.173,0.163,0.075
2025-08,West Texas,0.433,0.288,0.1,0.01,0.169
2025-08,West Texas,0.388,0.432,0.085,0.049,0.046
2025-09,South Texas,0.513,0.283,0.037,0.041,0.127
2025-09,South Texas,0.25,0.332,0.198,0.011,0.209
2025-09,South Texas,0.219,0.244,0.183,0.197,0.156
2025-09,South Texas,0.639,0.115,0.203,0.031,0.012
2025-09,South Texas,0.462,0.329,0.009,0.158,0.043
2025-09,South Texas,0.282,0.371,0.067,0.277,0.003
2025-09,South Texas,0.435,0.092,0.191,0.181,0.101
2025-09,South Texas,0.567,0.133,0.081,0.123,0.096
2025-09,South Texas,0.457,0.132,0.057,0.118,0.235
2025-09,South Texas,0.489,0.246,0.023,0.138,0.104
2025-09,South Texas,0.619,0.041,0.253,0.083,0.004
2025-09,South Texas,0.222,0.447,0.047,0.166,0.118
2025-09,South Texas,0.389,0.329,0.068,0.209,0.005
2025-09,South Texas,0.549,0.246,0.139,0.052,0.014
2025-09,South Texas,0.371,0.186,0.167,0.097,0.179
2025-09,South Texas,0.475,0.173,0.126,0.203,0.023
2025-09,South Texas,0.389,0.277,0.169,0.14,0.026
2025-09,South Texas,0.192,0.149,0.343,0.23,0.087
2025-09,South Texas,0.31,0.238,0.297,0.07,0.084
2025-09,South Texas,0.207,0.379,0.295,0.083,0.036
2025-09,South Texas,0.351,0.12,0.08,0.374,0.074
2025-09,South Texas,0.344,0.386,0.054,0.069,0.148
2025-09,South Texas,0.325,0.163,0.357,0.044,0.11
2025-09,South Texas,0.332,0.306,0.116,0.233,0.013
2025-09,South Texas,0.336,0.184,0.121,0.17,0.19
2025-09,South Texas,0.316,0.316,0.351,0.011,0.007
2025-09,South Texas,0.25,0.186,0.095,0.164,0.305
2025-09,South Texas,0.189,0.206,0.425,0.166,0.014
2025-09,South Texas,0.33,0.333,0.058,0.223,0.055
2025-09,South Texas,0.441,0.323,0.011,0.161,0.063
2025-09,South Texas,0.313,0.086,0.305,0.235,0.061
2025-09,South Texas,0.317,0.248,0.215,0.059,0.161
2025-09,South Texas,0.609,0.1,0.022,0.077,0.192
2025-09,South Texas,0.313,0.327,0.114,0.242,0.005
2025-09,South Texas,0.244,0.086,0.135,0.459,0.076
2025-09,South Texas,0.469,0.189,0.239,0.078,0.024
2025-09,South Texas,0.305,0.313,0.181,0.033,0.169
2025-09,South Texas,0.497,0.09,0.184,0.227,0.001
2025-09,South Texas,0.131,0.185,0.102,0.581,0.0
2025-09,South Texas,0.375,0.343,0.209,0.024,0.049
2025-09,Central Texas,0.115,0.166,0.087,0.22,0.413
2025-09,Central Texas,0.306,0.302,0.055,0.296,0.041
2025-09,Central Texas,0.43,0.143,0.166,0.154,0.107
2025-09,Central Texas,0.274,0.34,0.078,0.139,0.169
2025-09,Central Texas,0.45,0.103,0.216,0.163,0.067
2025-09,Central Texas,0.301,0.327,0.101,0.044,0.227
2025-09,Central Texas,0.196,0.125,0.036,0.636,0.008
2025-09,Central Texas,0.165,0.247,0.127,0.43,0.03
2025-09,Central Texas,0.152,0.274,0.198,0.27,0.106
2025-09,Central Texas,0.477,0.11,0.153,0.135,0.124
2025-09,Central Texas,0.37,0.355,0.065,0.209,0.001
2025-09,Central Texas,0.185,0.334,0.331,0.108,0.042
2025-09,Central Texas,0.294,0.364,0.046,0.059,0.237
2025-09,Central Texas,0.45,0.259,0.069,0.192,0.031
2025-09,Central Texas,0.336,0.161,0.362,0.105,0.036
2025-09,Central Texas,0.329,0.36,0.055,0.096,0.16
2025-09,Central Texas,0.114,0.409,0.419,0.033,0.025
2025-09,Central Texas,0.431,0.212,0.046,0.248,0.063
2025-09,Central Texas,0.378,0.4,0.045,0.132,0.045
2025-09,Central Texas,0.551,0.121,0.195,0.129,0.004
2025-09,Central Texas,0.343,0.367,0.041,0.181,0.069
2025-09,Central Texas,0.422,0.378,0.111,0.07,0.019
2025-09,Central Texas,0.256,0.629,0.04,0.031,0.044
2025-09,Central Texas,0.405,0.326,0.116,0.12,0.032
2025-09,Central Texas,0.132,0.528,0.075,0.2,0.064
2025-09,Central Texas,0.282,0.337,0.198,0.16,0.023
2025-09,Central Texas,0.346,0.198,0.187,0.237,0.032
2025-09,Central Texas,0.47,0.26,0.017,0.229,0.024
2025-09,Central Texas,0.392,0.113,0.166,0.242,0.087
2025-09,Central Texas,0.474,0.153,0.084,0.198,0.091
2025-09,Central Texas,0.363,0.158,0.122,0.243,0.113
2025-09,Central Texas,0.136,0.204,0.143,0.459,0.059
2025-09,Central Texas,0.457,0.25,0.189,0.082,0.022
2025-09,Central Texas,0.132,0.314,0.105,0.268,0.181
2025-09,Central Texas,0.308,0.102,0.094,0.386,0.11
2025-09,Central Texas,0.372,0.251,0.172,0.066,0.139
2025-09,Central Texas,0.246,0.205,0.187,0.178,0.184
2025-09,Central Texas,0.141,0.156,0.361,0.3,0.042
2025-09,Central Texas,0.399,0.319,0.233,0.039,0.009
2025-09,Central Texas,0.19,0.387,0.186,0.209,0.028
2025-09,North Texas,0.191,0.533,0.059,0.178,0.039
2025-09,North Texas,0.341,0.282,0.181,0.191,0.005
2025-09,North Texas,0.373,0.198,0.11,0.311,0.009
2025-09,North Texas,0.304,0.166,0.202,0.312,0.017
2025-09,North Texas,0.365,0.234,0.086,0.102,0.214
2025-09,North Texas,0.466,0.132,0.224,0.126,0.053
2025-09,North Texas,0.187,0.492,0.12,0.027,0.174
2025-09,North Texas,0.198,0.325,0.068,0.364,0.044
2025-09,North Texas,0.369,0.369,0.067,0.144,0.051
2025-09,North Texas,0.372,0.163,0.218,0.22,0.028
2025-09,North Texas,0.371,0.09,0.415,0.109,0.016
2025-09,North Texas,0.3,0.24,0.168,0.256,0.036
2025-09,North Texas,0.354,0.192,0.328,0.121,0.005
2025-09,North Texas,0.272,0.372,0.029,0.223,0.104
2025-09,North Texas,0.325,0.366,0.15,0.135,0.024
2025-09,North Texas,0.648,0.136,0.047,0.109,0.06
2025-09,North Texas,0.342,0.181,0.168,0.161,0.148
2025-09,North Texas,0.342,0.233,0.177,0.231,0.017
2025-09,North Texas,0.356,0.201,0.133,0.129,0.181
2025-09,North Texas,0.522,0.217,0.053,0.02,0.188
2025-09,North Texas,0.376,0.275,0.241,0.106,0.003
2025-09,North Texas,0.659,0.136,0.112,0.057,0.037
2025-09,North Texas,0.349,0.225,0.117,0.187,0.122
2025-09,North Texas,0.353,0.166,0.334,0.124,0.022
2025-09,North Texas,0.323,0.359,0.241,0.046,0.031
2025-09,North Texas,0.594,0.13,0.079,0.159,0.038
2025-09,North Texas,0.639,0.103,0.048,0.093,0.117
2025-09,North Texas,0.273,0.341,0.179,0.157,0.05
2025-09,North Texas,0.422,0.072,0.444,0.06,0.003
2025-09,North Texas,0.224,0.566,0.024,0.008,0.178
2025-09,North Texas,0.341,0.14,0.239,0.242,0.038
2025-09,North Texas,0.349,0.334,0.195,0.084,0.038
2025-09,North Texas,0.402,0.09,0.149,0.264,0.096
2025-09,North Texas,0.371,0.351,0.034,0.127,0.118
2025-09,North Texas,0.283,0.362,0.241,0.069,0.045
2025-09,North Texas,0.225,0.18,0.346,0.205,0.044
2025-09,North Texas,0.219,0.316,0.272,0.142,0.051
2025-09,North Texas,0.375,0.22,0.089,0.294,0.021
2025-09,North Texas,0.343,0.175,0.178,0.283,0.021
2025-09,North Texas,0.325,0.424,0.084,0.1,0.066
2025-09,East Texas,0.452,0.286,0.145,0.11,0.007
2025-09,East Texas,0.464,0.082,0.237,0.166,0.052
2025-09,East Texas,0.201,0.123,0.14,0.43,0.106
2025-09,East Texas,0.75,0.13,0.065,0.043,0.011
2025-09,East Texas,0.225,0.662,0.091,0.015,0.006
2025-09,East Texas,0.151,0.491,0.103,0.202,0.052
2025-09,East Texas,0.525,0.117,0.105,0.136,0.116
2025-09,East Texas,0.523,0.167,0.254,0.044,0.012
2025-09,East Texas,0.191,0.38,0.036,0.291,0.102
2025-09,East Texas,0.358,0.368,0.013,0.148,0.113
2025-09,East Texas,0.439,0.125,0.257,0.092,0.087
2025-09,East Texas,0.387,0.049,0.043,0.418,0.103
2025-09,East Texas,0.472,0.293,0.062,0.062,0.11
2025-09,East Texas,0.258,0.547,0.059,0.061,0.075
2025-09,East Texas,0.073,0.447,0.124,0.352,0.005
2025-09,East Texas,0.268,0.21,0.147,0.051,0.324
2025-09,East Texas,0.274,0.48,0.078,0.123,0.044
2025-09,East Texas,0.452,0.179,0.116,0.112,0.141
2025-09,East Texas,0.196,0.394,0.265,0.061,0.084
2025-09,East Texas,0.153,0.318,0.058,0.46,0.011
2025-09,East Texas,0.53,0.17,0.168,0.123,0.01
2025-09,East Texas,0.245,0.331,0.109,0.226,0.088
2025-09,East Texas,0.4,0.209,0.224,0.062,0.105
2025-09,East Texas,0.433,0.222,0.222,0.086,0.036
2025-09,East Texas,0.643,0.245,0.062,0.043,0.006
2025-09,East Texas,0.325,0.327,0.215,0.047,0.085
2025-09,East Texas,0.177,0.324,0.136,0.262,0.101
2025-09,East Texas,0.364,0.296,0.168,0.155,0.018
2025-09,East Texas,0.293,0.165,0.272,0.225,0.045
2025-09,East Texas,0.185,0.26,0.138,0.295,0.122
2025-09,East Texas,0.078,0.213,0.293,0.324,0.091
2025-09,East Texas,0.6,0.17,0.115,0.073,0.042
2025-09,East Texas,0.374,0.068,0.075,0.364,0.119
2025-09,East Texas,0.37,0.123,0.24,0.124,0.142
2025-09,East Texas,0.191,0.187,0.121,0.433,0.067
2025-09,East Texas,0.296,0.274,0.149,0.259,0.022
2025-09,East Texas,0.394,0.103,0.332,0.134,0.037
2025-09,East Texas,0.256,0.285,0.141,0.251,0.066
2025-09,East Texas,0.226,0.244,0.179,0.217,0.133
2025-09,East Texas,0.334,0.198,0.173,0.218,0.078
2025-09,West Texas,0.562,0.231,0.125,0.047,0.035
2025-09,West Texas,0.186,0.442,0.12,0.205,0.046
2025-09,West Texas,0.537,0.174,0.142,0.126,0.02
2025-09,West Texas,0.306,0.166,0.239,0.221,0.069
2025-09,West Texas,0.385,0.424,0.072,0.105,0.013
2025-09,West Texas,0.442,0.105,0.203,0.226,0.025
2025-09,West Texas,0.213,0.225,0.204,0.28,0.078
2025-09,West Texas,0.197,0.152,0.241,0.381,0.029
2025-09,West Texas,0.361,0.33,0.228,0.026,0.054
2025-09,West Texas,0.542,0.187,0.062,0.197,0.012
2025-09,West Texas,0.396,0.306,0.056,0.233,0.01
2025-09,West Texas,0.287,0.198,0.131,0.284,0.101
2025-09,West Texas,0.533,0.149,0.148,0.048,0.122
2025-09,West Texas,0.329,0.087,0.231,0.305,0.049
2025-09,West Texas,0.16,0.2,0.233,0.317,0.09
2025-09,West Texas,0.182,0.395,0.082,0.136,0.205
2025-09,West Texas,0.26,0.288,0.191,0.17,0.091
2025-09,West Texas,0.315,0.387,0.15,0.049,0.099
2025-09,West Texas,0.205,0.371,0.115,0.228,0.08
2025-09,West Texas,0.11,0.243,0.086,0.398,0.162
2025-09,West Texas,0.366,0.238,0.2,0.118,0.078
2025-09,West Texas,0.32,0.504,0.074,0.098,0.003
2025-09,West Texas,0.319,0.277,0.05,0.26,0.094
2025-09,West Texas,0.431,0.167,0.165,0.175,0.063
2025-09,West Texas,0.305,0.266,0.051,0.347,0.031
2025-09,West Texas,0.313,0.273,0.122,0.17,0.122
2025-09,West Texas,0.356,0.174,0.323,0.108,0.039
2025-09,West Texas,0.234,0.276,0.323,0.098,0.069
2025-09,West Texas,0.597,0.101,0.084,0.123,0.095
2025-09,West Texas,0.282,0.307,0.248,0.069,0.095
2025-09,West Texas,0.206,0.224,0.338,0.22,0.013
2025-09,West Texas,0.275,0.154,0.313,0.085,0.173
2025-09,West Texas,0.425,0.216,0.181,0.166,0.011
2025-09,West Texas,0.551,0.142,0.096,0.074,0.137
2025-09,West Texas,0.356,0.308,0.096,0.144,0.096
2025-09,West Texas,0.356,0.2,0.194,0.118,0.132
2025-09,West Texas,0.357,0.061,0.431,0.131,0.02
2025-09,West Texas,0.353,0.373,0.154,0.108,0.013
2025-09,West Texas,0.153,0.281,0.212,0.219,0.135
2025-09,West Texas,0.309,0.331,0.173,0.034,0.153
2025-10,South Texas,0.258,0.315,0.328,0.013,0.086
2025-10,South Texas,0.295,0.309,0.025,0.208,0.163
2025-10,South Texas,0.405,0.056,0.325,0.125,0.09
2025-10,South Texas,0.232,0.34,0.353,0.052,0.022
2025-10,South Texas,0.499,0.059,0.164,0.14,0.138
2025-10,South Texas,0.171,0.285,0.122,0.352,0.07
2025-10,South Texas,0.351,0.063,0.058,0.267,0.261
2025-10,South Texas,0.419,0.323,0.052,0.171,0.035
2025-10,South Texas,0.234,0.095,0.253,0.284,0.135
2025-10,South Texas,0.397,0.103,0.087,0.14,0.273
2025-10,South Texas,0.324,0.255,0.177,0.242,0.003
2025-10,South Texas,0.34,0.321,0.221,0.052,0.066
2025-10,South Texas,0.153,0.167,0.578,0.091,0.011
2025-10,South Texas,0.506,0.231,0.031,0.111,0.12
2025-10,South Texas,0.196,0.206,0.263,0.201,0.134
2025-10,South Texas,0.192,0.313,0.06,0.251,0.185
2025-10,South Texas,0.201,0.298,0.198,0.288,0.014
2025-10,South Texas,0.14,0.464,0.069,0.322,0.006
2025-10,South Texas,0.438,0.315,0.123,0.112,0.012
2025-10,South Texas,0.33,0.37,0.163,0.115,0.023
2025-10,South Texas,0.217,0.221,0.05,0.31,0.203
2025-10,South Texas,0.403,0.105,0.049,0.334,0.109
2025-10,South Texas,0.33,0.354,0.119,0.198,0.0
2025-10,South Texas,0.446,0.241,0.198,0.056,0.059
2025-10,South Texas,0.226,0.187,0.449,0.098,0.04
2025-10,South Texas,0.526,0.328,0.046,0.053,0.047
2025-10,South Texas,0.373,0.203,0.337,0.046,0.041
2025-10,South Texas,0.365,0.239,0.132,0.262,0.003
2025-10,South Texas,0.234,0.224,0.151,0.21,0.18
2025-10,South Texas,0.449,0.268,0.131,0.11,0.042
2025-10,South Texas,0.45,0.195,0.122,0.122,0.111
2025-10,South Texas,0.248,0.332,0.132,0.273,0.014
2025-10,South Texas,0.518,0.198,0.132,0.097,0.055
2025-10,South Texas,0.102,0.102,0.381,0.254,0.16
2025-10,South Texas,0.262,0.193,0.225,0.305,0.016
2025-10,South Texas,0.25,0.489,0.023,0.069,0.169
2025-10,South Texas,0.214,0.282,0.101,0.283,0.12
2025-10,South Texas,0.346,0.15,0.238,0.215,0.051
2025-10,South Texas,0.251,0.273,0.142,0.313,0.021
2025-10,South Texas,0.281,0.329,0.139,0.213,0.038
2025-10,Central Texas,0.291,0.448,0.226,0.028,0.007
2025-10,Central Texas,0.174,0.438,0.078,0.308,0.002
2025-10,Central Texas,0.293,0.25,0.043,0.243,0.171
2025-10,Central Texas,0.399,0.334,0.107,0.03,0.131
2025-10,Central Texas,0.37,0.267,0.289,0.072,0.002
2025-10,Central Texas,0.307,0.326,0.102,0.211,0.054
2025-10,Central Texas,0.337,0.144,0.291,0.068,0.16
2025-10,Central Texas,0.45,0.265,0.147,0.049,0.089
2025-10,Central Texas,0.211,0.399,0.032,0.33,0.028
2025-10,Central Texas,0.261,0.23,0.143,0.136,0.23
2025-10,Central Texas,0.386,0.286,0.209,0.067,0.052
2025-10,Central Texas,0.292,0.445,0.07,0.087,0.106
2025-10,Central Texas,0.399,0.219,0.01,0.225,0.148
2025-10,Central Texas,0.272,0.43,0.062,0.154,0.081
2025-10,Central Texas,0.383,0.38,0.024,0.118,0.095
2025-10,Central Texas,0.218,0.166,0.19,0.155,0.271
2025-10,Central Texas,0.155,0.258,0.166,0.341,0.08
2025-10,Central Texas,0.425,0.319,0.099,0.022,0.135
2025-10,Central Texas,0.572,0.076,0.205,0.098,0.049
2025-10,Central Texas,0.418,0.281,0.256,0.003,0.042
2025-10,Central Texas,0.308,0.32,0.153,0.118,0.101
2025-10,Central Texas,0.413,0.241,0.031,0.222,0.093
2025-10,Central Texas,0.209,0.18,0.115,0.116,0.38
2025-10,Central Texas,0.103,0.632,0.016,0.204,0.045
2025-10,Central Texas,0.145,0.178,0.355,0.197,0.126
2025-10,Central Texas,0.385,0.313,0.228,0.05,0.024
2025-10,Central Texas,0.497,0.218,0.1,0.104,0.082
2025-10,Central Texas,0.266,0.304,0.219,0.171,0.039
2025-10,Central Texas,0.286,0.106,0.342,0.108,0.158
2025-10,Central Texas,0.439,0.177,0.268,0.078,0.039
2025-10,Central Texas,0.313,0.396,0.025,0.226,0.041
2025-10,Central Texas,0.32,0.318,0.219,0.013,0.13
2025-10,Central Texas,0.309,0.232,0.168,0.277,0.014
2025-10,Central Texas,0.149,0.117,0.624,0.085,0.024
2025-10,Central Texas,0.342,0.066,0.376,0.2,0.015
2025-10,Central Texas,0.461,0.169,0.239,0.116,0.017
2025-10,Central Texas,0.362,0.16,0.074,0.394,0.009
2025-10,Central Texas,0.197,0.358,0.18,0.216,0.049
2025-10,Central Texas,0.6,0.218,0.076,0.1,0.006
2025-10,Central Texas,0.31,0.256,0.046,0.314,0.073
2025-10,North Texas,0.59,0.154,0.136,0.097,0.023
2025-10,North Texas,0.33,0.048,0.166,0.348,0.108
2025-10,North Texas,0.331,0.401,0.076,0.183,0.009
2025-10,North Texas,0.314,0.209,0.052,0.133,0.292
2025-10,North Texas,0.504,0.148,0.166,0.107,0.076
2025-10,North Texas,0.187,0.274,0.104,0.118,0.316
2025-10,North Texas,0.312,0.208,0.227,0.237,0.016
2025-10,North Texas,0.242,0.402,0.08,0.113,0.163
2025-10,North Texas,0.265,0.406,0.286,0.006,0.037
2025-10,North Texas,0.323,0.128,0.282,0.236,0.031
2025-10,North Texas,0.195,0.367,0.069,0.236,0.134
2025-10,North Texas,0.327,0.483,0.089,0.039,0.062
2025-10,North Texas,0.273,0.271,0.134,0.264,0.058
2025-10,North Texas,0.241,0.191,0.257,0.252,0.059
2025-10,North Texas,0.443,0.228,0.032,0.191,0.105
2025-10,North Texas,0.363,0.414,0.136,0.028,0.059
2025-10,North Texas,0.413,0.326,0.054,0.092,0.115
2025-10,North Texas,0.333,0.194,0.076,0.304,0.093
2025-10,North Texas,0.638,0.03,0.132,0.039,0.161
2025-10,North Texas,0.209,0.141,0.118,0.198,0.335
2025-10,North Texas,0.362,0.311,0.168,0.13,0.029
2025-10,North Texas,0.197,0.236,0.349,0.176,0.043
2025-10,North Texas,0.449,0.1,0.215,0.087,0.149
2025-10,North Texas,0.314,0.414,0.071,0.173,0.028
2025-10,North Texas,0.281,0.346,0.08,0.266,0.027
2025-10,North Texas,0.318,0.195,0.344,0.109,0.034
2025-10,North Texas,0.474,0.395,0.064,0.038,0.029
2025-10,North Texas,0.306,0.127,0.479,0.067,0.02
2025-10,North Texas,0.275,0.259,0.33,0.116,0.02
